r_add,num_service,time_avg,time_max,time_min,unav_avg,unav_max,unav_min
0.8,20,0.3271684408187866,0.3598809242248535,0.29689931869506836,0.0001907957893424128,0.0003034948274984739,9.853519956060097e-05
0.8,40,2.0436061143875124,2.186326265335083,1.8974108695983887,0.00021075332945866832,0.0003201067148441705,0.00010626564618476664
0.8,60,6.118590354919434,6.482092380523682,5.91546368598938,0.0005025026657370146,0.0009556841964665219,0.0001838925942242442
0.8,80,13.991366004943847,14.442631483078003,13.510052680969238,0.0012357062371069593,0.004544676115413204,0.0003125274085779006
0.8,100,25.82711844444275,26.43218970298767,25.289758443832397,0.012473479752637184,0.09782346591153013,0.0006208012439760102
1,20,1.2867857456207275,1.3724963665008545,1.1855196952819824,0.04254783452990794,0.07697930381892604,0.011073644610671951
1,40,4.100063633918762,4.451928377151489,3.855473279953003,0.1617199025660045,0.20455482577260897,0.12923308968759206
1,60,8.769451212882995,9.050285816192627,8.54603123664856,0.24766045561770852,0.31579441293018007,0.19338226700679984
1,80,16.55803737640381,17.152265071868896,15.919787883758545,0.361621855933928,0.40041547070753847,0.30347523050085234
1,100,27.86813497543335,28.388256072998047,27.357987880706787,0.45368776302888725,0.509262039810529,0.41320496120176264
1.2,20,1.5707395315170287,1.6374008655548096,1.4700291156768799,0.007890474134553571,0.007890474134553571,0.007890474134553571
1.2,40,4.931023740768433,5.09225606918335,4.6698691844940186,0.3398139933800618,0.39266613234018066,0.28866669767770825
1.2,60,11.367495775222778,11.570024728775024,11.15799880027771,0.5010546551591004,0.5460373083765946,0.42562542589445673
1.2,80,21.05583519935608,21.60137176513672,20.69242763519287,0.6217152443193821,0.6603267806379955,0.5117185290887556
1.2,100,33.73092579841614,34.44224429130554,33.31139636039734,0.7094107008186908,0.7335534721054686,0.6646314790321952
