Combination,RCE,Unavailability,Best Redundancy,Best Combination,Before Redundancy RCE
"[[1, 2], [3, 4, 5, 6, 7, 8, 9], [10, 11]]",0.022942722769344486,2.448822015399532e-05,"(4, 4, 4)","[[1, 2], [3, 4, 5, 6, 7, 8], [9, 10, 11]]",0.021324636467592927
"[[1, 2], [3, 4, 5, 6, 7, 8, 9, 10], [11]]",0.026065519946409283,2.448822015399532e-05,"(4, 4, 4)","[[1, 2, 3, 4, 5, 6], [7, 8], [9, 10, 11]]",0.021324636467592927
"[[1, 2, 3], [4], [5, 6, 7, 8, 9, 10, 11]]",0.023897376382025822,2.44882201538843e-05,"(4, 4, 4)","[[1, 2, 3], [4, 5, 6, 7, 8, 9], [10, 11]]",0.02132463646759292
"[[1, 2, 3], [4, 5], [6, 7, 8, 9, 10, 11]]",0.021324636467592934,2.44882201538843e-05,"(4, 4, 4)","[[1, 2, 3, 4, 5, 6], [7, 8, 9], [10, 11]]",0.02132463646759292
"[[1, 2, 3], [4, 5, 6], [7, 8, 9, 10, 11]]",0.020160685435988663,5.169579271047109e-05,"(3, 3, 4, 4, 4)","[[1], [2], [3], [4], [5, 6, 7, 8, 9, 10, 11]]",0.020724618452748922
"[[1, 2, 3], [4, 5, 6, 7], [8, 9, 10, 11]]",0.019802826487673654,5.169579271047109e-05,"(3, 3, 4, 4, 4)","[[1], [2], [3], [4, 5, 6, 7, 8, 9, 10], [11]]",0.020724618452748922
"[[1, 2, 3], [4, 5, 6, 7, 8], [9, 10, 11]]",0.020160685435988666,5.169579271036007e-05,"(3, 3, 4, 4, 4)","[[1], [2], [3, 4, 5, 6, 7, 8, 9], [10], [11]]",0.020724618452748922
"[[1, 2, 3], [4, 5, 6, 7, 8, 9], [10, 11]]",0.02132463646759292,5.169579271036007e-05,"(3, 4, 3, 4, 4)","[[1], [2, 3, 4, 5, 6, 7, 8], [9], [10], [11]]",0.020724618452748887
"[[1, 2, 3], [4, 5, 6, 7, 8, 9, 10], [11]]",0.023897376382025822,5.169579271036007e-05,"(4, 3, 3, 4, 4)","[[1, 2, 3, 4, 5, 6, 7], [8], [9], [10], [11]]",0.020724618452748887
"[[1, 2, 3, 4], [5], [6, 7, 8, 9, 10, 11]]",0.022698587866617114,4.3697377807183635e-05,"(3, 4, 4)","[[1, 2], [3, 4, 5, 6, 7], [8, 9, 10, 11]]",0.02057998322233157
"[[1, 2, 3, 4], [5, 6], [7, 8, 9, 10, 11]]",0.02057998322233154,4.3697377807183635e-05,"(4, 3, 4)","[[1, 2, 3, 4, 5], [6, 7], [8, 9, 10, 11]]",0.02057998322233157
"[[1, 2, 3, 4], [5, 6, 7], [8, 9, 10, 11]]",0.019802826487673654,4.3697377807183635e-05,"(3, 4, 4)","[[1, 2], [3, 4, 5, 6], [7, 8, 9, 10, 11]]",0.02057998322233154
"[[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 11]]",0.019802826487673637,4.3697377807183635e-05,"(4, 3, 4)","[[1, 2, 3, 4], [5, 6], [7, 8, 9, 10, 11]]",0.02057998322233154
"[[1, 2, 3, 4], [5, 6, 7, 8, 9], [10, 11]]",0.020579983222331528,4.3697377807183635e-05,"(4, 4, 3)","[[1, 2, 3, 4], [5, 6, 7, 8, 9], [10, 11]]",0.020579983222331528
"[[1, 2, 3, 4], [5, 6, 7, 8, 9, 10], [11]]",0.022698587866617114,4.3697377807183635e-05,"(4, 4, 3)","[[1, 2, 3, 4, 5], [6, 7, 8, 9], [10, 11]]",0.020579983222331528
"[[1, 2, 3, 4, 5], [6], [7, 8, 9, 10, 11]]",0.02231179356967077,3.947081323807389e-05,"(3, 4, 4, 3)","[[1], [2, 3, 4, 5, 6, 7], [8, 9, 10], [11]]",0.02039978051974344
"[[1, 2, 3, 4, 5], [6, 7], [8, 9, 10, 11]]",0.02057998322233157,3.947081323807389e-05,"(4, 3, 4, 3)","[[1, 2, 3, 4, 5, 6], [7], [8, 9, 10], [11]]",0.02039978051974344
"[[1, 2, 3, 4, 5], [6, 7, 8], [9, 10, 11]]",0.020160685435988666,3.9470813237962865e-05,"(3, 3, 4, 4)","[[1], [2], [3, 4, 5], [6, 7, 8, 9, 10, 11]]",0.020399780519743435
"[[1, 2, 3, 4, 5], [6, 7, 8, 9], [10, 11]]",0.020579983222331528,3.9470813237962865e-05,"(3, 4, 3, 4)","[[1], [2, 3, 4], [5], [6, 7, 8, 9, 10, 11]]",0.020399780519743435
"[[1, 2, 3, 4, 5], [6, 7, 8, 9, 10], [11]]",0.022311793569670765,3.9470813237962865e-05,"(3, 4, 4, 3)","[[1], [2, 3, 4], [5, 6, 7, 8, 9, 10], [11]]",0.020399780519743435
"[[1, 2, 3, 4, 5, 6], [7], [8, 9, 10, 11]]",0.0226985878666171,3.9470813237962865e-05,"(4, 3, 3, 4)","[[1, 2, 3], [4], [5], [6, 7, 8, 9, 10, 11]]",0.020399780519743435
"[[1, 2, 3, 4, 5, 6], [7, 8], [9, 10, 11]]",0.021324636467592927,3.9470813237962865e-05,"(4, 3, 4, 3)","[[1, 2, 3], [4], [5, 6, 7, 8, 9, 10], [11]]",0.020399780519743435
"[[1, 2, 3, 4, 5, 6], [7, 8, 9], [10, 11]]",0.02132463646759292,3.9470813237962865e-05,"(3, 3, 4, 4)","[[1], [2], [3, 4, 5, 6, 7, 8], [9, 10, 11]]",0.020399780519743425
"[[1, 2, 3, 4, 5, 6], [7, 8, 9, 10], [11]]",0.022698587866617114,3.9470813237962865e-05,"(4, 4, 3, 3)","[[1, 2, 3], [4, 5, 6, 7, 8, 9], [10], [11]]",0.02039978051974342
"[[1, 2, 3, 4, 5, 6, 7], [8], [9, 10, 11]]",0.023897376382025822,3.9470813237962865e-05,"(4, 4, 3, 3)","[[1, 2, 3, 4, 5, 6], [7, 8, 9], [10], [11]]",0.02039978051974342
"[[1, 2, 3, 4, 5, 6, 7], [8, 9], [10, 11]]",0.022942722769344486,3.9470813237962865e-05,"(3, 4, 3, 4)","[[1], [2, 3, 4, 5, 6, 7], [8], [9, 10, 11]]",0.02039978051974334
"[[1, 2, 3, 4, 5, 6, 7], [8, 9, 10], [11]]",0.023897376382025822,3.9470813237962865e-05,"(4, 3, 3, 4)","[[1, 2, 3, 4, 5, 6], [7], [8], [9, 10, 11]]",0.02039978051974334
"[[1, 2, 3, 4, 5, 6, 7, 8], [9], [10, 11]]",0.026065519946409193,7.531917186742731e-05,"(4, 4, 3)","[[1, 2, 3], [4, 5, 6, 7, 8], [9, 10, 11]]",0.020160685435988666
"[[1, 2, 3, 4, 5, 6, 7, 8], [9, 10], [11]]",0.026065519946409283,7.531917186742731e-05,"(4, 4, 3)","[[1, 2, 3, 4, 5], [6, 7, 8], [9, 10, 11]]",0.020160685435988666
"[[1, 2, 3, 4, 5, 6, 7, 8, 9], [10], [11]]",0.029863209559028967,7.531917186753834e-05,"(3, 4, 4)","[[1, 2, 3], [4, 5, 6], [7, 8, 9, 10, 11]]",0.020160685435988663
"[[1], [2], [3], [4, 5, 6, 7, 8, 9, 10, 11]]",0.023919886502764567,0.0001374833854402846,"(3, 4, 3, 4)","[[1], [2], [3, 4, 5, 6], [7, 8, 9, 10, 11]]",0.019846875485136917
"[[1], [2], [3, 4], [5, 6, 7, 8, 9, 10, 11]]",0.021601209598793938,0.0001374833854402846,"(3, 4, 4, 3)","[[1], [2], [3, 4, 5, 6, 7], [8, 9, 10, 11]]",0.019846875485136913
"[[1], [2], [3, 4, 5], [6, 7, 8, 9, 10, 11]]",0.020399780519743435,0.0001374833854402846,"(4, 4, 3, 3)","[[1], [2, 3, 4, 5, 6], [7], [8, 9, 10, 11]]",0.019846875485136913
"[[1], [2], [3, 4, 5, 6], [7, 8, 9, 10, 11]]",0.019846875485136917,0.0001374833854402846,"(4, 4, 3, 3)","[[1, 2, 3, 4, 5], [6], [7], [8, 9, 10, 11]]",0.019846875485136913
"[[1], [2], [3, 4, 5, 6, 7], [8, 9, 10, 11]]",0.019846875485136913,0.0001374833854402846,"(4, 4, 3, 3)","[[1], [2, 3, 4, 5, 6], [7, 8, 9, 10], [11]]",0.019846875485136868
"[[1], [2], [3, 4, 5, 6, 7, 8], [9, 10, 11]]",0.020399780519743425,0.0001374833854402846,"(4, 4, 3, 3)","[[1, 2, 3, 4, 5], [6], [7, 8, 9, 10], [11]]",0.019846875485136868
"[[1], [2], [3, 4, 5, 6, 7, 8, 9], [10, 11]]",0.02160120959879399,0.0001374833854402846,"(4, 3, 3, 4)","[[1], [2, 3, 4, 5], [6], [7, 8, 9, 10, 11]]",0.019846875485136847
"[[1], [2], [3, 4, 5, 6, 7, 8, 9, 10], [11]]",0.023919886502764567,0.0001374833854402846,"(3, 4, 3, 4)","[[1, 2, 3, 4], [5], [6], [7, 8, 9, 10, 11]]",0.019846875485136847
"[[1], [2, 3], [4], [5, 6, 7, 8, 9, 10, 11]]",0.02160120959879392,0.0001374833854402846,"(4, 3, 4, 3)","[[1], [2, 3, 4, 5], [6, 7, 8, 9, 10], [11]]",0.01984687548513684
"[[1], [2, 3], [4, 5], [6, 7, 8, 9, 10, 11]]",0.019690950212327533,0.0001374833854402846,"(3, 4, 4, 3)","[[1, 2, 3, 4], [5], [6, 7, 8, 9, 10], [11]]",0.01984687548513684
"[[1], [2, 3], [4, 5, 6], [7, 8, 9, 10, 11]]",0.018826716571361424,0.0001374833854402846,"(3, 4, 4, 3)","[[1, 2, 3, 4], [5, 6, 7, 8, 9], [10], [11]]",0.019846875485136823
"[[1], [2, 3], [4, 5, 6, 7], [8, 9, 10, 11]]",0.018561006302237504,0.0001374833854402846,"(4, 3, 4, 3)","[[1, 2, 3, 4, 5], [6, 7, 8, 9], [10], [11]]",0.019846875485136823
"[[1], [2, 3], [4, 5, 6, 7, 8], [9, 10, 11]]",0.018826716571361365,0.00018466350319135127,"(3, 3, 4)","[[1, 2, 3], [4, 5, 6, 7], [8, 9, 10, 11]]",0.019802826487673654
"[[1], [2, 3], [4, 5, 6, 7, 8, 9], [10, 11]]",0.019690950212327547,0.00018466350319135127,"(3, 3, 4)","[[1, 2, 3, 4], [5, 6, 7], [8, 9, 10, 11]]",0.019802826487673654
"[[1], [2, 3], [4, 5, 6, 7, 8, 9, 10], [11]]",0.021601209598794018,0.00018466350319135127,"(3, 4, 3)","[[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 11]]",0.019802826487673637
"[[1], [2, 3, 4], [5], [6, 7, 8, 9, 10, 11]]",0.020399780519743435,7.385575301166458e-05,"(3, 4, 3, 4)","[[1, 2], [3, 4, 5, 6, 7, 8], [9, 10], [11]]",0.019690950212327616
"[[1], [2, 3, 4], [5, 6], [7, 8, 9, 10, 11]]",0.018826716571361424,7.385575301166458e-05,"(4, 3, 3, 4)","[[1, 2, 3, 4, 5, 6], [7, 8], [9, 10], [11]]",0.019690950212327616
"[[1], [2, 3, 4], [5, 6, 7], [8, 9, 10, 11]]",0.018249677695877944,7.385575301166458e-05,"(3, 3, 4, 4)","[[1, 2], [3, 4], [5, 6, 7, 8, 9, 10], [11]]",0.019690950212327613
"[[1], [2, 3, 4], [5, 6, 7, 8], [9, 10, 11]]",0.018249677695877847,7.385575301166458e-05,"(3, 3, 4, 4)","[[1, 2], [3, 4], [5], [6, 7, 8, 9, 10, 11]]",0.019690950212327578
"[[1], [2, 3, 4], [5, 6, 7, 8, 9], [10, 11]]",0.01882671657136138,7.385575301166458e-05,"(4, 4, 3, 3)","[[1], [2, 3, 4, 5, 6, 7], [8, 9], [10, 11]]",0.01969095021232755
"[[1], [2, 3, 4], [5, 6, 7, 8, 9, 10], [11]]",0.020399780519743435,7.385575301166458e-05,"(4, 4, 3, 3)","[[1, 2, 3, 4, 5, 6], [7], [8, 9], [10, 11]]",0.01969095021232755
"[[1], [2, 3, 4, 5], [6], [7, 8, 9, 10, 11]]",0.019846875485136847,7.385575301155356e-05,"(4, 3, 4, 3)","[[1], [2, 3], [4, 5, 6, 7, 8, 9], [10, 11]]",0.019690950212327547
"[[1], [2, 3, 4, 5], [6, 7], [8, 9, 10, 11]]",0.018561006302237528,7.385575301155356e-05,"(3, 4, 4, 3)","[[1, 2], [3], [4, 5, 6, 7, 8, 9], [10, 11]]",0.019690950212327547
"[[1], [2, 3, 4, 5], [6, 7, 8], [9, 10, 11]]",0.018249677695877882,7.385575301166458e-05,"(3, 4, 4, 3)","[[1, 2], [3, 4, 5, 6, 7, 8], [9], [10, 11]]",0.01969095021232754
"[[1], [2, 3, 4, 5], [6, 7, 8, 9], [10, 11]]",0.01856100630223747,7.385575301166458e-05,"(4, 3, 4, 3)","[[1, 2, 3, 4, 5, 6], [7, 8], [9], [10, 11]]",0.01969095021232754
"[[1], [2, 3, 4, 5], [6, 7, 8, 9, 10], [11]]",0.01984687548513684,7.385575301155356e-05,"(4, 3, 3, 4)","[[1], [2, 3], [4, 5], [6, 7, 8, 9, 10, 11]]",0.019690950212327533
"[[1], [2, 3, 4, 5, 6], [7], [8, 9, 10, 11]]",0.019846875485136913,7.385575301155356e-05,"(3, 4, 3, 4)","[[1, 2], [3], [4, 5], [6, 7, 8, 9, 10, 11]]",0.019690950212327533
"[[1], [2, 3, 4, 5, 6], [7, 8], [9, 10, 11]]",0.01882671657136136,7.113995353547065e-05,"(3, 3, 3, 4, 3)","[[1], [2], [3, 4], [5, 6, 7, 8, 9, 10], [11]]",0.019211693018667528
"[[1], [2, 3, 4, 5, 6], [7, 8, 9], [10, 11]]",0.018826716571361386,7.113995353547065e-05,"(3, 4, 3, 3, 3)","[[1], [2, 3, 4, 5, 6, 7], [8, 9], [10], [11]]",0.01921169301866752
"[[1], [2, 3, 4, 5, 6], [7, 8, 9, 10], [11]]",0.019846875485136868,7.113995353547065e-05,"(4, 3, 3, 3, 3)","[[1, 2, 3, 4, 5, 6], [7], [8, 9], [10], [11]]",0.01921169301866752
"[[1], [2, 3, 4, 5, 6, 7], [8], [9, 10, 11]]",0.02039978051974334,7.113995353547065e-05,"(3, 3, 4, 3, 3)","[[1], [2], [3, 4, 5, 6, 7, 8], [9, 10], [11]]",0.019211693018667517
"[[1], [2, 3, 4, 5, 6, 7], [8, 9], [10, 11]]",0.01969095021232755,7.113995353547065e-05,"(3, 3, 3, 4, 3)","[[1], [2, 3], [4], [5, 6, 7, 8, 9, 10], [11]]",0.019211693018667514
"[[1], [2, 3, 4, 5, 6, 7], [8, 9, 10], [11]]",0.02039978051974344,7.113995353547065e-05,"(3, 3, 4, 3, 3)","[[1], [2, 3], [4, 5, 6, 7, 8, 9], [10], [11]]",0.019211693018667514
"[[1], [2, 3, 4, 5, 6, 7, 8], [9], [10, 11]]",0.021601209598793948,7.113995353547065e-05,"(3, 3, 3, 4, 3)","[[1, 2], [3], [4], [5, 6, 7, 8, 9, 10], [11]]",0.019211693018667514
"[[1], [2, 3, 4, 5, 6, 7, 8], [9, 10], [11]]",0.021601209598794004,7.113995353547065e-05,"(3, 3, 4, 3, 3)","[[1, 2], [3], [4, 5, 6, 7, 8, 9], [10], [11]]",0.019211693018667514
"[[1], [2, 3, 4, 5, 6, 7, 8, 9], [10], [11]]",0.02391988650276449,7.113995353547065e-05,"(3, 3, 3, 4, 3)","[[1], [2], [3], [4, 5, 6, 7, 8, 9], [10, 11]]",0.019211693018667507
"[[1, 2], [3], [4], [5, 6, 7, 8, 9, 10, 11]]",0.02160120959879392,7.113995353558167e-05,"(3, 4, 3, 3, 3)","[[1, 2], [3, 4, 5, 6, 7, 8], [9], [10], [11]]",0.019211693018667507
"[[1, 2], [3], [4, 5], [6, 7, 8, 9, 10, 11]]",0.019690950212327533,7.113995353558167e-05,"(4, 3, 3, 3, 3)","[[1, 2, 3, 4, 5, 6], [7, 8], [9], [10], [11]]",0.019211693018667507
"[[1, 2], [3], [4, 5, 6], [7, 8, 9, 10, 11]]",0.018826716571361424,7.113995353547065e-05,"(3, 3, 3, 3, 4)","[[1], [2], [3], [4, 5], [6, 7, 8, 9, 10, 11]]",0.019211693018667503
"[[1, 2], [3], [4, 5, 6, 7], [8, 9, 10, 11]]",0.018561006302237504,7.113995353547065e-05,"(3, 3, 3, 3, 4)","[[1], [2], [3, 4], [5], [6, 7, 8, 9, 10, 11]]",0.019211693018667503
"[[1, 2], [3], [4, 5, 6, 7, 8], [9, 10, 11]]",0.018826716571361365,7.113995353547065e-05,"(3, 3, 4, 3, 3)","[[1], [2], [3, 4, 5, 6, 7, 8], [9], [10, 11]]",0.019211693018667493
"[[1, 2], [3], [4, 5, 6, 7, 8, 9], [10, 11]]",0.019690950212327547,7.113995353547065e-05,"(3, 3, 3, 3, 4)","[[1], [2, 3], [4], [5], [6, 7, 8, 9, 10, 11]]",0.019211693018667493
"[[1, 2], [3], [4, 5, 6, 7, 8, 9, 10], [11]]",0.021601209598794018,7.113995353547065e-05,"(3, 3, 3, 3, 4)","[[1, 2], [3], [4], [5], [6, 7, 8, 9, 10, 11]]",0.019211693018667493
"[[1, 2], [3, 4], [5], [6, 7, 8, 9, 10, 11]]",0.019690950212327578,7.113995353547065e-05,"(3, 4, 3, 3, 3)","[[1], [2, 3, 4, 5, 6, 7], [8], [9, 10], [11]]",0.01921169301866745
"[[1, 2], [3, 4], [5, 6], [7, 8, 9, 10, 11]]",0.018117886263945605,7.113995353547065e-05,"(4, 3, 3, 3, 3)","[[1, 2, 3, 4, 5, 6], [7], [8], [9, 10], [11]]",0.01921169301866745
"[[1, 2], [3, 4], [5, 6, 7], [8, 9, 10, 11]]",0.017540847388462094,7.113995353547065e-05,"(3, 4, 3, 3, 3)","[[1], [2, 3, 4, 5, 6, 7], [8], [9], [10, 11]]",0.019211693018667427
"[[1, 2], [3, 4], [5, 6, 7, 8], [9, 10, 11]]",0.017540847388462035,7.113995353547065e-05,"(4, 3, 3, 3, 3)","[[1, 2, 3, 4, 5, 6], [7], [8], [9], [10, 11]]",0.019211693018667427
"[[1, 2], [3, 4], [5, 6, 7, 8, 9], [10, 11]]",0.01811788626394554,0.00034519527490972646,"(3, 3, 3, 3, 3, 4)","[[1], [2], [3], [4], [5, 6, 7, 8, 9, 10], [11]]",0.018833226612066635
"[[1, 2], [3, 4], [5, 6, 7, 8, 9, 10], [11]]",0.019690950212327613,0.0003451952749098375,"(3, 3, 3, 3, 3, 4)","[[1], [2], [3], [4, 5, 6, 7, 8, 9], [10], [11]]",0.018833226612066635
"[[1, 2], [3, 4, 5], [6], [7, 8, 9, 10, 11]]",0.01882671657136141,0.00034519527490972646,"(3, 3, 3, 3, 4, 3)","[[1], [2], [3], [4], [5], [6, 7, 8, 9, 10, 11]]",0.018833226612066625
"[[1, 2], [3, 4, 5], [6, 7], [8, 9, 10, 11]]",0.01754084738846208,0.0003451952749098375,"(3, 3, 3, 3, 3, 4)","[[1], [2], [3, 4, 5, 6, 7, 8], [9], [10], [11]]",0.018833226612066625
"[[1, 2], [3, 4, 5], [6, 7, 8], [9, 10, 11]]",0.017229518782102445,0.0003451952749098375,"(3, 3, 3, 3, 3, 4)","[[1], [2, 3, 4, 5, 6, 7], [8], [9], [10], [11]]",0.01883322661206657
"[[1, 2], [3, 4, 5], [6, 7, 8, 9], [10, 11]]",0.017540847388462,0.0003451952749098375,"(3, 3, 3, 3, 3, 4)","[[1, 2, 3, 4, 5, 6], [7], [8], [9], [10], [11]]",0.01883322661206657
"[[1, 2], [3, 4, 5], [6, 7, 8, 9, 10], [11]]",0.01882671657136141,0.00010698717683343961,"(3, 3, 3, 4)","[[1], [2, 3], [4, 5, 6], [7, 8, 9, 10, 11]]",0.018826716571361424
"[[1, 2], [3, 4, 5, 6], [7], [8, 9, 10, 11]]",0.01856100630223755,0.00010698717683343961,"(3, 3, 3, 4)","[[1], [2, 3, 4], [5, 6], [7, 8, 9, 10, 11]]",0.018826716571361424
"[[1, 2], [3, 4, 5, 6], [7, 8], [9, 10, 11]]",0.017540847388462018,0.00010698717683343961,"(3, 3, 3, 4)","[[1, 2], [3], [4, 5, 6], [7, 8, 9, 10, 11]]",0.018826716571361424
"[[1, 2], [3, 4, 5, 6], [7, 8, 9], [10, 11]]",0.017540847388462014,0.00010698717683343961,"(3, 4, 3, 3)","[[1, 2], [3, 4, 5, 6, 7], [8, 9, 10], [11]]",0.018826716571361424
"[[1, 2], [3, 4, 5, 6], [7, 8, 9, 10], [11]]",0.018561006302237535,0.00010698717683343961,"(3, 3, 3, 4)","[[1, 2, 3], [4], [5, 6], [7, 8, 9, 10, 11]]",0.018826716571361424
"[[1, 2], [3, 4, 5, 6, 7], [8], [9, 10, 11]]",0.01882671657136135,0.00010698717683355063,"(3, 4, 3, 3)","[[1, 2, 3], [4, 5, 6, 7, 8], [9, 10], [11]]",0.018826716571361424
"[[1, 2], [3, 4, 5, 6, 7], [8, 9], [10, 11]]",0.018117886263945553,0.00010698717683343961,"(4, 3, 3, 3)","[[1, 2, 3, 4, 5], [6, 7], [8, 9, 10], [11]]",0.018826716571361424
"[[1, 2], [3, 4, 5, 6, 7], [8, 9, 10], [11]]",0.018826716571361424,0.00010698717683355063,"(4, 3, 3, 3)","[[1, 2, 3, 4, 5], [6, 7, 8], [9, 10], [11]]",0.018826716571361424
"[[1, 2], [3, 4, 5, 6, 7, 8], [9], [10, 11]]",0.01969095021232754,0.00010698717683343961,"(3, 3, 3, 4)","[[1, 2], [3, 4, 5], [6], [7, 8, 9, 10, 11]]",0.01882671657136141
"[[1, 2], [3, 4, 5, 6, 7, 8], [9, 10], [11]]",0.019690950212327616,0.00010698717683355063,"(3, 3, 4, 3)","[[1, 2], [3, 4, 5], [6, 7, 8, 9, 10], [11]]",0.01882671657136141
